JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
IT,Male,31,3,Masters,Engineering,5,83134,6940
Graphic Designer,Female,21,1,Masters,Management,2,78418,4915
Software Engineer,Male,46,5,PhD,Sales,2,66723,5998
Sales Associate,Female,37,5,College,Marketing,1,70845,3775
Software Engineer,Male,41,2,Masters,Management,5,105178,3101
IT,Female,35,3,PhD,Marketing,2,82524,3698
Manager,Female,33,3,High School,Sales,3,114304,6009
Manager,Female,27,3,PhD,IT,1,78788,5447
Marketing Associate,Male,57,4,Masters,Operations,1,69931,3894
Financial Analyst,Male,36,5,PhD,Management,3,53060,6681
Marketing Associate,Male,61,5,College,IT,2,73411,5995
Software Engineer,Female,50,2,Masters,Management,2,93274,4217
Sales Associate,Male,45,4,College,Sales,1,106409,5846
Marketing Associate,Male,62,4,College,Management,5,122926,9150
Graphic Designer,Male,44,1,College,Finance,1,79339,8353
Human Resources,Female,46,5,PhD,IT,2,84385,3262
Human Resources,Male,55,1,College,Management,5,140335,4144
Financial Analyst,Female,43,5,Masters,IT,4,111858,4456
Manager,Male,35,2,Masters,IT,4,105596,6842
Software Engineer,Female,51,1,Masters,Administration,4,64322,9341
Manager,Male,36,5,PhD,Operations,5,143509,7232
IT,Male,21,2,Masters,Engineering,1,87684,4648
Financial Analyst,Male,50,2,College,Management,2,105783,4996
Software Engineer,Male,48,3,PhD,IT,4,86875,7206
Graphic Designer,Male,46,3,High School,Marketing,4,147186,7969
Human Resources,Male,62,3,College,Operations,4,57286,8257
Manager,Female,55,5,College,Administration,3,130186,6875
Financial Analyst,Male,45,3,Masters,Marketing,5,142182,3109
Human Resources,Female,41,3,PhD,Finance,4,116074,7839
Sales Associate,Male,36,3,College,Engineering,3,81350,4414
Sales Associate,Male,47,3,Masters,Marketing,2,91564,7932
Graphic Designer,Female,50,2,High School,Management,5,70063,9369
Manager,Male,51,1,PhD,Operations,1,128965,8262
Software Engineer,Male,56,1,College,Engineering,2,55969,6177
Graphic Designer,Female,20,3,Masters,Sales,3,124652,6784
Graphic Designer,Female,45,4,PhD,Marketing,5,75044,7655
Software Engineer,Male,49,4,PhD,Sales,1,66685,3226
Marketing Associate,Male,35,2,PhD,Engineering,3,141531,5762
Manager,Female,33,2,High School,Engineering,5,108128,9283
Marketing Associate,Female,34,4,College,Sales,3,107707,4980
Graphic Designer,Female,54,1,College,Engineering,5,119639,9325
Software Engineer,Male,40,5,Masters,Engineering,3,53171,3497
Manager,Female,63,5,Masters,Operations,3,94102,4606
Marketing Associate,Male,24,4,Masters,Operations,4,63337,7480
Financial Analyst,Female,38,2,High School,Administration,3,55112,6729
Manager,Male,39,1,High School,Administration,3,107476,4892
Manager,Female,32,2,College,IT,4,89131,4726
Financial Analyst,Male,59,1,PhD,Sales,4,120079,7353
Marketing Associate,Female,54,2,College,Operations,1,135294,6265
Financial Analyst,Male,44,5,PhD,IT,2,141065,9032
Software Engineer,Male,32,3,High School,Operations,4,71684,4987
Financial Analyst,Male,28,4,PhD,Management,3,85087,9050
Software Engineer,Female,33,2,High School,Marketing,5,111577,4268
Software Engineer,Male,63,2,Masters,Sales,1,127742,6997
Software Engineer,Male,38,4,College,Marketing,4,72268,8017
Financial Analyst,Female,49,1,College,Marketing,5,110684,7527
Marketing Associate,Female,38,1,High School,IT,1,65617,3993
Financial Analyst,Male,64,3,Masters,Sales,3,51268,3681
Graphic Designer,Male,48,3,Masters,Operations,2,116926,4243
IT,Female,32,4,Masters,IT,2,112102,4183
Manager,Male,41,2,High School,Engineering,4,143554,4919
Manager,Male,52,2,College,Operations,4,108044,7951
Sales Associate,Male,64,5,PhD,Marketing,3,53124,3577
Financial Analyst,Female,60,1,College,Engineering,4,76238,5795
Graphic Designer,Female,41,3,Masters,Administration,5,82416,8535
Marketing Associate,Female,53,4,PhD,Administration,1,111217,8115
IT,Male,27,4,High School,Management,2,60585,6680
Software Engineer,Male,58,4,College,Engineering,2,140061,5460
Graphic Designer,Female,52,3,High School,Marketing,4,144158,5205
IT,Male,58,4,PhD,Management,5,132501,8670
Sales Associate,Male,22,3,PhD,Engineering,3,143106,9408
Sales Associate,Female,50,5,Masters,Management,1,79219,8129
Manager,Female,52,3,PhD,Sales,3,51022,6137
Marketing Associate,Male,41,2,PhD,Finance,3,60635,3917
Marketing Associate,Male,57,2,PhD,Sales,1,121737,8883
IT,Male,57,5,Masters,Administration,1,123604,3188
Financial Analyst,Male,34,5,PhD,IT,5,120695,4118
Marketing Associate,Female,34,3,Masters,IT,2,107482,9513
IT,Male,25,1,PhD,Engineering,1,122816,3472
Manager,Female,61,3,PhD,Engineering,2,143316,8653
Sales Associate,Male,43,2,High School,Marketing,4,121899,9449
Marketing Associate,Female,48,5,College,Management,5,69557,6902
Marketing Associate,Female,48,1,High School,Management,4,147797,9393
Manager,Male,22,5,High School,Marketing,3,82018,6526
Human Resources,Male,53,1,Masters,Management,5,147123,4865
Human Resources,Male,64,5,High School,Management,3,115312,4107
Manager,Female,51,4,Masters,Sales,5,66033,5161
Financial Analyst,Male,37,3,College,Marketing,2,52450,7362
Software Engineer,Male,34,2,College,Marketing,1,107897,5359
Marketing Associate,Female,33,4,High School,IT,4,98022,3809
Manager,Male,34,1,Masters,Management,1,68185,8651
Sales Associate,Female,62,5,PhD,Administration,5,138352,6490
Financial Analyst,Male,64,3,Masters,Operations,2,93490,3697
Human Resources,Male,46,3,PhD,IT,5,143516,9679
Marketing Associate,Female,22,2,PhD,Management,5,80328,9294
IT,Female,39,3,PhD,Engineering,2,121007,9777
Sales Associate,Male,27,3,PhD,Engineering,3,145161,5509
Graphic Designer,Female,22,4,Masters,Sales,2,135889,4193
Financial Analyst,Male,58,4,College,Marketing,2,92160,8433
Manager,Female,26,3,PhD,Finance,3,93389,8156
Sales Associate,Female,45,1,PhD,Finance,5,135807,9414
Marketing Associate,Male,54,5,Masters,Operations,2,83572,3374
Manager,Male,39,1,PhD,Management,3,141416,3752
Financial Analyst,Male,33,5,Masters,Sales,3,104500,8504
Manager,Male,29,4,PhD,Management,3,111970,7570
Marketing Associate,Male,42,4,College,Engineering,4,81939,3056
IT,Male,36,2,College,IT,5,108953,6710
Software Engineer,Female,25,3,PhD,Operations,4,60448,7975
Graphic Designer,Female,60,3,Masters,Management,3,120545,7831
Marketing Associate,Female,45,4,High School,Finance,1,52387,5545
IT,Female,37,2,High School,IT,2,129437,7279
Manager,Male,51,5,College,Operations,4,132306,6809
Financial Analyst,Male,46,2,Masters,Engineering,3,135521,8197
Human Resources,Male,47,4,College,IT,4,122689,3094
Manager,Female,56,1,High School,Finance,5,149402,4310
Graphic Designer,Female,58,1,PhD,Operations,1,59469,9730
Graphic Designer,Female,55,1,Masters,Finance,2,93629,9242
Graphic Designer,Female,55,2,PhD,Administration,2,137761,5639
Graphic Designer,Female,57,4,College,Management,2,134048,9463
Graphic Designer,Female,34,4,High School,IT,1,79621,9921
Financial Analyst,Female,27,1,College,Finance,1,140597,4577
Software Engineer,Male,61,2,High School,Finance,4,65466,7219
Human Resources,Female,51,4,College,Engineering,5,100901,9053
Sales Associate,Female,55,5,Masters,Finance,5,129202,4032
Graphic Designer,Male,26,5,Masters,Finance,5,149196,9122
Software Engineer,Male,49,4,High School,Marketing,2,113505,7393
Financial Analyst,Male,50,1,College,Engineering,2,61039,5620
IT,Male,60,3,High School,Administration,3,103978,8671
Software Engineer,Male,23,3,PhD,IT,5,121610,5304
Financial Analyst,Male,65,4,College,Management,4,63167,4992
Graphic Designer,Female,34,4,Masters,Operations,1,145267,4023
Software Engineer,Female,46,5,College,Administration,2,112435,4257
Software Engineer,Male,44,2,High School,Management,1,64378,4284
IT,Female,40,1,College,IT,4,77650,9520
Financial Analyst,Male,31,2,High School,Marketing,2,110601,3404
Human Resources,Female,25,4,College,Management,5,71697,8061
Marketing Associate,Male,32,4,College,Engineering,3,56392,7583
Software Engineer,Male,47,2,College,Marketing,1,82568,4955
Manager,Female,27,4,College,Marketing,5,90517,8937
Marketing Associate,Female,45,5,PhD,Finance,5,128328,3414
Human Resources,Male,25,3,High School,Finance,5,63956,3904
IT,Male,59,3,Masters,Marketing,4,77834,7641
Software Engineer,Male,64,3,Masters,Finance,3,129365,9984
Software Engineer,Female,43,1,PhD,Engineering,5,69686,4324
Sales Associate,Female,39,3,Masters,Sales,3,104180,9013
Graphic Designer,Female,49,5,High School,Management,5,101725,6743
Graphic Designer,Male,61,4,High School,Management,5,72918,7256
Graphic Designer,Male,60,4,Masters,Sales,2,90361,7794
Software Engineer,Male,51,2,College,Finance,5,54920,4496
Graphic Designer,Male,50,2,College,Management,4,91638,6768
Human Resources,Female,60,4,PhD,IT,3,136384,8394
IT,Female,23,2,High School,Engineering,3,50252,5181
Sales Associate,Male,43,5,Masters,Marketing,1,56724,7999
Software Engineer,Male,52,4,Masters,Management,5,97909,8303
Manager,Male,27,4,College,IT,5,98674,5829
Software Engineer,Female,40,2,High School,Administration,1,112239,9953
Manager,Female,20,3,High School,Administration,1,61388,7627
Financial Analyst,Female,46,1,High School,Engineering,5,55913,7298
Marketing Associate,Female,65,5,Masters,Marketing,5,139414,8239
Sales Associate,Male,65,1,College,Management,2,127077,7638
IT,Female,61,4,Masters,Finance,3,86638,7317
IT,Female,46,1,College,Finance,1,142586,3763
Marketing Associate,Male,47,3,College,Finance,2,115434,3521
Sales Associate,Male,53,4,High School,Sales,5,76707,8047
Marketing Associate,Male,38,4,PhD,Finance,4,54517,5993
Marketing Associate,Male,37,4,PhD,Operations,2,80350,5889
Financial Analyst,Female,45,5,PhD,Sales,1,146341,4382
Graphic Designer,Female,33,2,Masters,IT,4,52764,4629
Human Resources,Male,27,5,High School,IT,5,54650,7855
IT,Female,53,5,Masters,Engineering,4,144471,9928
Marketing Associate,Female,25,3,PhD,Sales,1,121645,9240
Marketing Associate,Female,65,4,College,Engineering,2,137135,4145
Software Engineer,Male,50,5,College,Operations,2,89333,4815
Marketing Associate,Male,35,3,College,Finance,2,137821,3527
Marketing Associate,Female,50,5,High School,Management,3,137953,7183
Software Engineer,Male,46,4,PhD,Marketing,5,144530,9079
Human Resources,Female,26,5,PhD,Administration,4,75940,4584
IT,Female,37,5,High School,Marketing,3,122119,7275
Software Engineer,Male,54,2,College,Operations,2,118258,6456
Marketing Associate,Female,35,1,PhD,IT,4,143221,9507
Sales Associate,Male,53,3,High School,IT,5,89492,4154
Marketing Associate,Male,62,3,PhD,Marketing,2,70785,6379
Marketing Associate,Male,29,2,High School,Engineering,2,75630,3452
IT,Female,30,2,High School,IT,4,145774,7937
Manager,Male,40,5,Masters,IT,5,68386,7860
Financial Analyst,Female,62,2,College,Sales,3,117028,8324
Manager,Male,56,4,High School,IT,4,136653,6122
IT,Male,38,2,Masters,Sales,3,129844,6830
Human Resources,Male,25,2,Masters,Sales,5,56056,5887
Marketing Associate,Male,25,2,College,Engineering,5,74415,8635
IT,Female,65,1,College,Management,3,85396,6499
Human Resources,Female,64,2,Masters,Management,3,68058,6358
Software Engineer,Male,26,4,PhD,Administration,3,103958,8533
Manager,Female,49,1,College,Finance,4,145445,4082
Manager,Male,65,4,Masters,Administration,3,96641,7083
Graphic Designer,Female,54,4,College,Operations,2,58084,4990
Manager,Male,62,3,Masters,Management,3,142229,3338
Software Engineer,Male,21,4,PhD,Operations,2,127528,5074
Graphic Designer,Female,30,4,PhD,Management,5,114258,5103
Sales Associate,Male,58,4,PhD,Finance,5,58643,7070
Software Engineer,Female,43,4,PhD,Finance,3,116464,7559
Human Resources,Female,65,2,Masters,Finance,3,68766,7313
IT,Male,40,4,High School,Administration,1,148048,9039
IT,Female,55,1,High School,Management,3,123434,3058
Graphic Designer,Male,50,1,PhD,Administration,1,79777,9291
Sales Associate,Female,26,2,Masters,Operations,5,58180,3508
Graphic Designer,Female,34,5,Masters,Sales,5,138759,4976
Human Resources,Male,51,4,PhD,IT,2,94435,3937
Manager,Female,43,2,High School,Operations,5,140486,6915
IT,Female,29,1,PhD,Finance,4,84814,7754
Software Engineer,Male,48,2,High School,Operations,3,117080,4382
Manager,Female,23,1,PhD,Engineering,4,91360,5279
IT,Male,53,1,Masters,Engineering,5,136903,6295
Sales Associate,Female,54,3,High School,Engineering,2,87854,5180
Human Resources,Female,40,5,College,IT,2,117465,7932
Human Resources,Male,65,4,High School,Sales,4,131769,3246
Graphic Designer,Female,46,4,High School,Marketing,3,136293,8421
Software Engineer,Female,49,2,PhD,Engineering,4,67555,9763
Software Engineer,Male,34,4,PhD,IT,4,86343,5381
Human Resources,Female,25,5,College,Administration,3,128306,6700
IT,Male,62,4,High School,Sales,5,136454,5846
Sales Associate,Female,51,1,High School,Engineering,3,111203,3008
Software Engineer,Male,23,2,Masters,Marketing,3,134199,9208
Manager,Male,30,4,High School,Operations,2,90903,4805
IT,Female,60,2,PhD,Sales,1,147919,5914
Software Engineer,Male,37,1,College,Engineering,1,76553,7474
Financial Analyst,Female,58,1,Masters,Management,3,59726,3603
Human Resources,Male,42,3,College,Sales,5,121511,8769
Marketing Associate,Female,65,2,High School,Management,5,114457,5261
Manager,Female,29,3,Masters,Management,3,56417,3590
Marketing Associate,Male,35,5,College,Operations,3,106873,8332
Manager,Female,38,1,College,Engineering,4,126428,3986
Sales Associate,Female,23,4,High School,Management,5,53367,5417
Human Resources,Female,50,2,PhD,IT,1,80756,7708
Human Resources,Male,58,3,College,Sales,1,54148,3137
Graphic Designer,Female,56,2,High School,IT,5,128328,5415
Marketing Associate,Female,40,5,Masters,Engineering,1,99941,9923
Sales Associate,Female,47,3,College,Marketing,1,113001,7591
IT,Female,46,5,College,Administration,5,74359,5483
Sales Associate,Male,64,4,High School,Marketing,2,107190,6518
Financial Analyst,Female,26,1,Masters,Engineering,2,147577,3893
Sales Associate,Female,28,3,Masters,Sales,5,100896,9334
IT,Male,48,1,PhD,Finance,2,136247,3029
Human Resources,Female,31,4,Masters,Finance,1,80946,7049
Marketing Associate,Male,36,5,PhD,Management,3,123471,7882
Financial Analyst,Male,58,4,College,Operations,2,97496,4515
Marketing Associate,Male,56,3,PhD,Sales,4,109811,4738
Software Engineer,Female,24,2,Masters,Operations,2,133363,5341
IT,Female,52,2,PhD,Marketing,3,139227,5263
Financial Analyst,Female,29,2,PhD,Administration,4,90757,3566
Financial Analyst,Female,49,5,PhD,Finance,5,120088,9489
Sales Associate,Male,45,3,College,Operations,5,72648,5363
Manager,Male,22,5,College,Operations,2,131336,8439
Graphic Designer,Female,24,5,PhD,Operations,1,66361,6633
Financial Analyst,Male,55,2,High School,Finance,4,147717,5853
Human Resources,Male,40,4,College,Operations,2,146664,8001
Sales Associate,Male,36,3,Masters,Marketing,4,142158,6478
Manager,Female,22,5,High School,Finance,3,135432,4759
Software Engineer,Male,20,1,Masters,Engineering,5,63748,7496
IT,Female,56,5,College,Operations,5,102522,9466
Sales Associate,Female,21,5,High School,Administration,2,142604,9609
IT,Male,51,2,High School,Engineering,2,63354,5834
Human Resources,Male,28,3,Masters,Sales,3,100190,4467
Human Resources,Female,50,5,PhD,Engineering,2,145428,8611
Human Resources,Female,38,3,PhD,Management,1,109497,5536
Sales Associate,Female,56,5,Masters,Operations,3,54223,3661
Financial Analyst,Female,60,3,High School,Administration,5,51981,5075
Financial Analyst,Female,42,4,Masters,Operations,4,102481,8550
Financial Analyst,Male,36,1,PhD,IT,5,101477,7897
Software Engineer,Female,65,1,Masters,Operations,5,87083,5873
Software Engineer,Female,64,3,College,Finance,3,147238,6827
Graphic Designer,Male,52,3,High School,IT,4,110832,8090
Financial Analyst,Female,42,5,High School,Management,5,84924,5760
Manager,Male,24,4,PhD,Engineering,2,113268,6942
Manager,Male,47,4,Masters,Management,1,95999,8881
Software Engineer,Female,53,1,High School,Management,3,148003,8154
Financial Analyst,Male,22,2,Masters,Finance,5,78022,9555
Software Engineer,Male,40,5,High School,Engineering,5,74166,8138
Graphic Designer,Male,57,2,High School,Management,1,125858,5784
Marketing Associate,Female,49,1,PhD,Administration,1,118865,7221
Marketing Associate,Male,40,1,High School,Administration,5,122000,9999
Human Resources,Female,38,2,High School,Operations,3,87727,3738
Sales Associate,Male,55,2,College,Engineering,5,70028,3911
Graphic Designer,Female,37,2,High School,Marketing,4,117132,7767
Financial Analyst,Male,26,5,PhD,Sales,3,109356,6537
Graphic Designer,Female,21,5,High School,Marketing,4,84473,5725
Sales Associate,Male,39,5,Masters,Administration,3,83532,6501
Software Engineer,Female,52,2,Masters,Marketing,4,92890,9895
Financial Analyst,Female,36,4,PhD,Operations,4,129216,9274
Marketing Associate,Male,45,2,Masters,Administration,5,58890,9523
IT,Male,61,5,College,Sales,1,61664,6876
Graphic Designer,Male,60,5,High School,Administration,2,57707,5050
Software Engineer,Male,41,1,Masters,Sales,4,144124,9638
Marketing Associate,Male,44,5,High School,Finance,3,149525,6504
Manager,Female,41,5,Masters,Operations,1,101836,5050
Software Engineer,Female,61,1,High School,Sales,3,59088,7111
IT,Male,23,3,PhD,Sales,2,129556,8700
Sales Associate,Male,42,5,PhD,Operations,2,67548,7984
Human Resources,Female,46,4,PhD,Administration,4,107269,4304
Manager,Male,38,4,PhD,Management,1,74022,6568
Software Engineer,Female,25,5,PhD,Finance,2,132255,6678
Human Resources,Male,41,1,College,IT,5,123817,4554
Graphic Designer,Female,50,5,High School,Operations,1,97642,6629
IT,Female,61,5,Masters,IT,5,69262,4211
Sales Associate,Male,38,1,PhD,Engineering,4,100485,8661
Sales Associate,Female,25,5,High School,Engineering,1,80981,4553
Human Resources,Female,30,4,PhD,Engineering,4,121130,5045
Manager,Male,33,5,College,IT,2,57080,8436
Software Engineer,Female,21,1,College,Management,4,116560,4581
Human Resources,Male,28,3,College,Operations,5,83865,3119
Human Resources,Male,45,2,PhD,Operations,5,123637,3789
Manager,Female,26,1,PhD,Marketing,1,140152,5697
Software Engineer,Female,24,3,College,Administration,5,84312,6994
Sales Associate,Female,20,2,College,Engineering,4,72973,4624
Human Resources,Male,31,3,High School,Finance,2,70726,3544
Sales Associate,Female,40,1,Masters,Management,1,60437,4390
IT,Female,24,3,College,IT,4,63728,6716
Sales Associate,Male,40,2,PhD,Sales,4,143890,4979
Graphic Designer,Female,29,2,High School,Marketing,5,102995,7243
IT,Male,40,1,High School,Marketing,5,87123,4921
Sales Associate,Male,58,2,Masters,Management,4,99059,3314
Financial Analyst,Male,37,1,Masters,Administration,4,61423,5680
Software Engineer,Female,51,4,Masters,Engineering,4,84443,8010
Marketing Associate,Female,41,5,College,Engineering,2,132511,8177
IT,Female,56,3,College,Sales,4,64133,3716
Graphic Designer,Female,51,2,PhD,Administration,2,79453,3913
Marketing Associate,Female,41,4,Masters,IT,4,89666,3729
Sales Associate,Female,50,4,High School,Finance,2,136079,6217
Marketing Associate,Female,27,3,Masters,Operations,1,92569,7149
Marketing Associate,Male,56,5,Masters,Management,5,83790,4248
Software Engineer,Female,51,4,PhD,Engineering,4,109238,7308
Software Engineer,Male,28,2,PhD,Marketing,2,98473,8865
Marketing Associate,Female,63,3,College,Finance,5,98878,7839
Graphic Designer,Female,54,2,High School,Sales,3,134590,6361
Graphic Designer,Male,64,4,College,Finance,2,135856,9762
Financial Analyst,Male,56,1,High School,IT,4,110441,8489
Financial Analyst,Female,31,1,PhD,Operations,1,91282,6476
Human Resources,Male,51,1,PhD,Operations,5,84772,8177
Sales Associate,Female,54,1,PhD,Sales,3,100308,9829
Manager,Male,39,1,High School,IT,3,118797,9500
IT,Male,62,2,High School,Marketing,1,71475,5176
IT,Male,33,4,PhD,Management,3,94758,7833
Graphic Designer,Male,61,5,PhD,Marketing,3,67485,4234
Manager,Female,65,2,PhD,Sales,4,85830,4766
Sales Associate,Male,55,2,PhD,Administration,1,54759,4421
Graphic Designer,Female,45,2,PhD,Operations,2,113710,7478
Financial Analyst,Male,24,4,High School,Engineering,1,82347,8601
Human Resources,Female,58,2,PhD,Operations,4,64475,6126
Software Engineer,Female,55,4,Masters,Marketing,4,85641,8721
IT,Female,34,2,College,Management,5,54977,4147
Manager,Female,53,3,High School,Management,3,85174,3997
Human Resources,Female,39,2,High School,Management,3,99037,4316
Manager,Female,50,5,High School,Operations,5,53979,4634
Financial Analyst,Female,23,1,High School,Administration,1,135963,9652
Marketing Associate,Female,36,4,College,Finance,3,68167,6641
Sales Associate,Male,51,5,High School,Management,1,54410,9730
Sales Associate,Male,30,5,Masters,IT,1,106681,3935
Graphic Designer,Male,44,4,PhD,IT,3,78374,4558
Graphic Designer,Male,24,1,Masters,Operations,3,101178,3046
Marketing Associate,Male,30,2,College,Operations,1,68461,5142
Financial Analyst,Male,36,5,College,Management,1,101703,8097
IT,Female,30,4,College,Sales,2,98832,8605
IT,Male,47,2,Masters,Marketing,2,61035,7784
Software Engineer,Female,24,4,PhD,Finance,5,148048,5613
Sales Associate,Female,26,2,Masters,Operations,3,75868,4209
Marketing Associate,Female,40,1,High School,Operations,1,132001,9484
Manager,Female,57,5,College,Operations,1,93008,6768
Graphic Designer,Female,50,4,Masters,Operations,1,144109,8444
Human Resources,Female,28,3,PhD,IT,3,129413,9656
IT,Male,65,1,High School,IT,4,71450,9199
Human Resources,Male,37,5,College,IT,2,100687,7150
Financial Analyst,Male,34,3,Masters,Operations,1,77246,6187
IT,Female,49,3,PhD,IT,2,50793,5019
Human Resources,Male,37,4,PhD,Administration,5,83482,6225
IT,Female,49,3,Masters,Management,1,99139,3476
Manager,Female,47,5,PhD,IT,5,77993,3647
Marketing Associate,Female,27,5,High School,Engineering,4,56115,6357
Software Engineer,Female,55,4,College,IT,1,58304,3134
Graphic Designer,Male,24,1,High School,Sales,3,50527,7403
Manager,Female,39,3,High School,Sales,3,53864,9832
Manager,Male,41,2,High School,Marketing,3,71774,3304
Graphic Designer,Female,60,1,Masters,Sales,2,100744,5249
Software Engineer,Female,21,4,PhD,Finance,2,86453,8083
Software Engineer,Female,38,2,High School,Sales,2,106336,9431
Software Engineer,Female,22,2,College,Sales,3,80568,8806
Human Resources,Female,34,4,Masters,Management,3,112853,3958
Sales Associate,Female,21,5,Masters,Operations,4,143992,3240
IT,Female,20,3,College,Operations,5,100286,7408
Graphic Designer,Female,64,2,High School,IT,5,82839,4130
Software Engineer,Female,22,1,Masters,Marketing,2,82784,3977
Sales Associate,Male,60,4,Masters,Engineering,2,144857,6432
Financial Analyst,Female,31,2,College,Sales,3,110787,6253
Manager,Male,54,5,High School,Marketing,5,80250,7010
Manager,Female,21,4,High School,Marketing,3,124451,4778
Human Resources,Male,36,5,College,Sales,5,136878,8341
IT,Female,53,2,PhD,Administration,2,138914,7491
Marketing Associate,Female,31,5,High School,Administration,2,111458,9654
Financial Analyst,Female,39,5,College,Administration,2,110277,8781
Software Engineer,Male,29,5,High School,Operations,4,117010,4647
IT,Male,34,5,Masters,Engineering,2,51746,7671
Marketing Associate,Male,52,1,College,Finance,5,121825,3336
Human Resources,Female,44,2,PhD,Administration,3,144095,4573
Graphic Designer,Male,46,3,College,Engineering,4,50364,5199
Financial Analyst,Male,34,5,PhD,Administration,2,134776,9145
Manager,Female,60,1,Masters,Management,4,110540,8152
Sales Associate,Female,45,4,Masters,Marketing,4,93664,5743
Sales Associate,Male,34,4,High School,Sales,1,96862,8057
Financial Analyst,Female,29,2,High School,Engineering,1,113808,7537
Graphic Designer,Female,52,5,College,Operations,4,74098,5817
Software Engineer,Female,56,1,PhD,Finance,3,128905,5686
Manager,Male,20,5,College,IT,2,100919,8739
Financial Analyst,Female,40,1,Masters,Marketing,4,70783,6297
Marketing Associate,Male,47,3,College,Operations,5,148046,8210
Manager,Female,51,5,PhD,Management,1,119918,3656
Financial Analyst,Male,49,5,PhD,Operations,1,105249,9383
Financial Analyst,Male,63,1,High School,IT,1,127351,9464
Manager,Male,65,2,PhD,Sales,3,119857,5353
IT,Male,22,2,PhD,Sales,1,81544,7299
Marketing Associate,Female,56,1,PhD,Marketing,5,134048,3268
Software Engineer,Female,36,2,PhD,Engineering,5,63294,3974
IT,Male,33,1,PhD,IT,5,97617,6560
Graphic Designer,Female,62,4,PhD,Sales,2,140035,9985
Graphic Designer,Female,30,1,High School,Management,1,101660,7301
Graphic Designer,Male,31,5,High School,Engineering,2,103185,6739
Financial Analyst,Male,34,5,College,Administration,3,63513,7093
Marketing Associate,Male,29,4,Masters,Sales,3,83565,8758
Manager,Male,54,5,Masters,IT,4,55561,7124
Financial Analyst,Female,24,2,College,Sales,2,106382,5145
Sales Associate,Female,41,3,High School,Marketing,5,70499,8769
Marketing Associate,Female,42,2,Masters,Engineering,3,137295,7580
Sales Associate,Male,38,4,PhD,Operations,5,78162,3256
IT,Male,36,3,College,IT,4,117317,5906
Financial Analyst,Female,57,5,College,Management,4,70410,5128
IT,Female,40,4,High School,Engineering,5,123869,9499
Graphic Designer,Female,29,3,PhD,Management,2,123071,9850
Marketing Associate,Male,43,4,College,Sales,3,84950,4860
Marketing Associate,Male,52,1,College,Finance,4,139573,6649
Human Resources,Female,36,3,Masters,Sales,1,109152,3036
Manager,Female,40,5,College,Marketing,1,134236,6482
Manager,Male,55,3,High School,Management,1,143156,3286
Manager,Male,31,3,High School,IT,4,83310,4124
Manager,Male,45,2,Masters,Operations,1,125929,8854
Marketing Associate,Male,47,1,Masters,Administration,1,63380,4025
Human Resources,Female,57,1,PhD,Management,3,103906,9665
Manager,Male,33,2,College,Finance,3,57847,9801
Software Engineer,Female,40,5,PhD,IT,4,76989,8995
Graphic Designer,Female,39,5,High School,Finance,2,142004,4577
IT,Male,23,1,College,Marketing,2,60906,3017
Manager,Male,28,1,High School,Operations,5,148886,9569
Software Engineer,Male,31,4,PhD,IT,2,122553,3223
Graphic Designer,Female,41,5,College,Sales,2,75674,5380
Manager,Female,55,4,Masters,Marketing,5,145553,5564
Financial Analyst,Male,49,1,PhD,Sales,3,117354,5743
Graphic Designer,Male,47,2,High School,Finance,4,89933,7779
Marketing Associate,Female,50,3,College,Marketing,5,143851,6349
IT,Female,51,2,Masters,Management,3,134897,5747
Marketing Associate,Male,62,5,Masters,Sales,1,113846,3238
Graphic Designer,Female,32,1,College,Management,1,80179,5295
Financial Analyst,Female,65,3,Masters,Marketing,2,98093,6546
Manager,Female,28,4,PhD,Administration,4,120552,9472
Software Engineer,Male,27,3,PhD,Engineering,4,60744,6046
IT,Male,41,4,College,IT,5,149386,5108
Financial Analyst,Female,54,1,Masters,Management,4,143291,8373
Manager,Male,34,2,High School,Finance,2,59659,5125
Manager,Female,40,4,Masters,Management,1,118338,4249
Software Engineer,Female,52,2,Masters,Engineering,5,105758,6807
Software Engineer,Female,52,4,High School,Marketing,2,106010,7926
Financial Analyst,Male,57,3,PhD,Sales,5,59010,7115
IT,Male,60,5,High School,IT,2,78988,5173
Manager,Male,41,2,High School,Engineering,2,85324,4204
Marketing Associate,Male,25,2,PhD,Finance,4,129141,3797
Marketing Associate,Female,28,3,PhD,Administration,1,142442,7128
Human Resources,Male,29,2,High School,Administration,1,82947,8562
Manager,Female,34,4,College,Marketing,1,148353,4884
Marketing Associate,Female,31,3,High School,Administration,1,112005,7664
Software Engineer,Male,37,3,College,Operations,5,104111,3987
Software Engineer,Male,41,5,College,Finance,5,52516,9354
Human Resources,Female,49,3,Masters,IT,3,143523,4487
Software Engineer,Female,31,4,College,IT,1,125823,5017
Marketing Associate,Male,41,1,College,Finance,2,108215,4885
Human Resources,Male,40,2,College,IT,5,79962,3787
Financial Analyst,Male,41,4,PhD,Sales,4,143155,6301
Manager,Male,26,3,High School,Operations,2,88557,8949
Manager,Male,58,2,Masters,Administration,4,65924,5201
Human Resources,Female,26,4,College,IT,1,87297,4106
Human Resources,Female,46,5,High School,Management,5,86835,3807
Sales Associate,Male,28,3,High School,Marketing,4,121136,9062
Sales Associate,Male,32,3,PhD,Administration,2,89054,6363
